"language","license","rightsHolder","accessRights","datasetID","institutionCode","datasetName","taxonID","scientificName","kingdom","phylum","order","family","genus","taxonRank","nomenclaturalCode"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:64432319aeb1c56c7f337e0985555fbc","Amanita inopinata D.A. Reid & Bas","Fungi","Agaricomycetes","Agaricales","Amanitaceae","Amanita","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:af4279693fdd1add7a08a04dc97d7848","Potamothrix heuscheri (Bretscher, 1900)","Animalia","Annelida","Haplotaxida","Naididae","Potamothrix","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:0bcd26f38390fe99c643104b28217c02","Cryptachaea blattea (Urquhart, 1886)","Animalia","Arthropoda",,"Theridiidae","Cryptachaea","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:91d26c444cd8116edde2f0a64f553d5f","Artema atlanta Walckenaer, 1837","Animalia","Arthropoda",,"Pholcidae","Artema","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:4bdd5c000296901bd78781f759635b16","Brachypelma albopilosum Valerio, 1980","Animalia","Arthropoda",,"Theraphosidae","Brachypelma","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:1c60e51c85f9ab77fedde4e3e6141142","Cerbalus","Animalia","Arthropoda",,"Sparassidae","Cerbalus","genus","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:cdfc7a143e4d978cd4ca0c83d60fc43d","Chaetopelma olivaceum (C.L. Koch, 1841)","Animalia","Arthropoda",,"Theraphosidae","Chaetopelma","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:0cf152a392bb98b8dca84f219e8099f5","Cheiracanthium furculatum Karsch, 1879","Animalia","Arthropoda",,"Eutichuridae","Cheiracanthium","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:ee8cf5de4b7621cecee5bbf07496278a","Crossopriza lyoni (Blackwall, 1867)","Animalia","Arthropoda",,"Pholcidae","Crossopriza","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:c9e194d58f903091146e1893275a333c","Callobius nomeus (Chamberlin, 1919)","Animalia","Arthropoda",,"Amaurobiidae","Callobius","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:73b5add7de9b055b15905ae42e47637a","Coleosoma floridanum Banks, 1900","Animalia","Arthropoda",,"Theridiidae","Coleosoma","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:8c25f1e6e28f072b9a462cdd61e1fa7e","Cryptachaea veruculata (Urquhart, 1886)","Animalia","Arthropoda",,"Theridiidae","Cryptachaea","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:173853858071ce0d5c9852c9199a45e0","Cupiennus getazi Simon, 1891","Animalia","Arthropoda",,"Ctenidae","Cupiennius","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:7ec84fdc7a5052ad2f87d9e86518e6dd","Erigone dentosa O. Pickard-Cambridge, 1894","Animalia","Arthropoda",,"Linyphiidae","Erigone","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:e509231e1de49b07403711a33f421387","Euryopis episinoides (Walckenaer, 1847)","Animalia","Arthropoda",,"Theridiidae","Euryopis","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:1ef46b04926b945e9a385a21f1e3c8ec","Evarcha jucunda (Lucas, 1846)","Animalia","Arthropoda",,"Salticidae","Evarcha","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:163341620b597b184210c02024ddb74e","Grammostola rosea (Walckenaer, 1837)","Animalia","Arthropoda",,"Theraphosidae","Grammostola","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:c5cfa3fad2fb039f7dd06671f467b053","Hadrotarsus ornatus Hickman, 1943","Animalia","Arthropoda",,"Theridiidae","Hadrotarsus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:bd2aa8e750928f3328aadc139fd9468c","Haplodrassus securifer Bosmans & Abrous, 2018","Animalia","Arthropoda",,"Gnaphosidae","Haplodrassus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:19bb4852670d1077cb54b1fabb7a46d8","Hasarius adansoni (Audouin, 1826)","Animalia","Arthropoda",,"Salticidae","Hasarius","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:b4cf0aba64bc041909012c9a9f30af50","Heliophanus kochii Simon, 1868","Animalia","Arthropoda",,"Salticidae","Heliophanus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:17d369e9c1242ea84a1eb4619371f3f4","Heteropoda venatoria (Linnaeus, 1767)","Animalia","Arthropoda",,"Sparassidae","Heteropoda","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:d5fbeba170ae71d15efd3e15288de2c0","Holocnemus pluchei (Scopoli, 1763)","Animalia","Arthropoda",,"Pholcidae","Holocnemus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:164b5379d3a5474bbc46a2b412e7c4b8","Latrodectus geometricus C.L. Koch, 1841","Animalia","Arthropoda",,"Theridiidae","Latrodectus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:2afa7ada35e7ffa8f23de43c9ff60a06","Latrodectus hesperus Chamberlin & Ivie, 1935","Animalia","Arthropoda",,"Theridiidae","Latrodectus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:af6359f8bf50c30567340c337618be96","Latrodectus hasselti Thorell, 1870","Animalia","Arthropoda",,"Theridiidae","Latrodectus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:707a067a21bc7b940940d58534893425","Latrodectus mactans (Fabricius, 1775)","Animalia","Arthropoda",,"Theridiidae","Latrodectus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:ae2435f0cb469c0b102b15f171865e23","Leiobunum","Animalia","Arthropoda","Opiliones","Sclerosomatidae","Leiobunum","genus","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:7436a78b866499d58324df221e4ec344","Macaroeris nidicolens (Walckenaer, 1802)","Animalia","Arthropoda",,"Salticidae","Macaroeris","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:cd1691e4cb907d5a0ac6486f23a6917f","Macrothele calpeiana (Walckenaer, 1805)","Animalia","Arthropoda",,"Macrothelidae","Macrothele","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:719161a196f8f1ebf2d83912e20d210d","Mermessus denticulatus (Banks 1898)","Animalia","Arthropoda",,"Linyphiidae","Mermessus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:21004d75bf5dc504406ab6d514d82757","Micropholcus fauroti (Simon, 1887)","Animalia","Arthropoda",,"Pholcidae","Micropholcus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:9db3ec2b2970a36239e47538fc1c1257","Neoscona nautica C.L. Koch 1875","Animalia","Arthropoda",,"Araneidae","Neoscona","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:fc3cffd91760b4eb06bc486d02912bf4","Nephila","Animalia","Arthropoda",,"Araneidae","Nephila","genus","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:ec229aaed3b70bcd59d7f94760622f76","Nephilingys cruentata (Fabricius, 1775)","Animalia","Arthropoda",,"Araneidae","Nephilingys","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:f3ce196a13f1fce9d15cc2db9d440787","Nesticodes rufipes (Lucas, 1846)","Animalia","Arthropoda",,"Theridiidae","Nesticodes","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:f83687040e9fd51e6c9f36e397a917d7","Nolavia","Animalia","Arthropoda",,"Sparassidae","Nolavia","genus","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:6216e4d9dc3ae7a225e69e9d93d7984d","Oecobius navus Blackwall, 1859","Animalia","Arthropoda",,"Oecobiidae","Oecobius","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:ba1a355a9291fa639987093f37a520dc","Oecobius amboseli Shear & Benoit, 1974","Animalia","Arthropoda",,"Oecobiidae","Oecobius","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:aca12e90b486c7ac8d79b0f1fb7eea15","Olios argelasius (Walckenaer, 1806)","Animalia","Arthropoda",,"Sparassidae","Olios","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:8873880655c02fba04991792070af84b","Olios","Animalia","Arthropoda",,"Sparassidae","Olios","genus","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:7aea5e381c2a5a9594c555f1a1c5cd31","Pellenes geniculatus (Simon, 1868)","Animalia","Arthropoda",,"Salticidae","Pellenes","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:cfc9218998f1ad6c9c12da96b6629754","Phidippus","Animalia","Arthropoda",,"Salticidae","Phidippus","genus","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:be96cf04947663eb0bf8776e9773b75a","Philaeus chrysops (Poda, 1761)","Animalia","Arthropoda",,"Salticidae","Philaeus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:1ec101c30e77e89cfd06a81f284b2e8d","Pholcus opilionoides  (Schrank, 1781)","Animalia","Arthropoda",,"Pholcidae","Pholcus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:e53dcce2aa6c770d10b926c592279921","Pholcus","Animalia","Arthropoda",,"Pholcidae","Pholcus","genus","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:d91a8abaf72f10b60ce4099bd58542ce","Phoneutria nigriventer (Keyserling, 1891)","Animalia","Arthropoda",,"Ctenidae","Phoneutria","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:cbdc614106cabf7593745bf917c76fb4","Phoneutria boliviensis (F. O. Pickard-Cambridge, 1897)","Animalia","Arthropoda",,"Ctenidae","Phoneutria","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:e9e2c06c197255f5b143056274086f56","Phormictopus cancerides (Latreille, 1806)","Animalia","Arthropoda",,"Theraphosidae","Phormictopus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:6b55ee7cd04dbbc71b04f89d78270b35","Plexippus paykulli (Audouin, 1826)","Animalia","Arthropoda",,"Salticidae","Plexippus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:3e2f6f1a9a929a4661c726f0e0ba821f","Saitis barbipes (Simon, 1868)","Animalia","Arthropoda",,"Salticidae","Saitis","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:fc0756ca816f9a52f7a98d5c26dc9b1f","Selenops radiatus Latreille, 1819","Animalia","Arthropoda",,"Selenopidae","Selenops","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:797b7793e700846ab8f407d68e6ea06a","Spermophora senoculata (Dugès, 1836)","Animalia","Arthropoda",,"Pholcidae","Spermophora","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:3b00b08242070ade93b08f0874f23812","Steatoda nobilis (Thorell, 1875)","Animalia","Arthropoda",,"Theridiidae","Steatoda","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:a014122f89fe277d61cc4da345908816","Steatoda paykulliana (Walckenaer, 1805)","Animalia","Arthropoda",,"Theridiidae","Steatoda","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:e34a17cad92dd24c7760578f629aba91","Steatoda grossa (C.L. Koch, 1838)","Animalia","Arthropoda",,"Theridiidae","Steatoda","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:d22fb25d305ce32b0672c8212c8d9244","Thanatus vulgaris Simon, 1870","Animalia","Arthropoda",,"Philodromidae","Thanatus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:30da151bf3ba5497c6b4d72f4b3bfdfd","Triaeris stenaspis Simon, 1891","Animalia","Arthropoda",,"Oonopidae","Triaeris","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:9acf4ea73c290cdcdf5226cb0867d4b3","Uloborus plumipes Lucas, 1846","Animalia","Arthropoda",,"Uloboridae","Uloborus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:1f84bf295d56bbb2c32cfb0af34a1287","Uroctea durandi (Latreille, 1809)","Animalia","Arthropoda",,"Oecobiidae","Uroctea","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:699905a4bec8de2d677240f1ba1ab73c","Varroa jacobsoni","Animalia","Arthropoda",,,,"species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:a7a02eb563154058a27537a52f4ede7d","Zoropsis spinimana (Dufour, 1820)","Animalia","Arthropoda",,"Zoropsidae","Zoropsis","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:399370545673ad8c53cd8841c66b567d","Scutigera coleoptrata (Linnaeus 1758)","Animalia","Arthropoda","Scutigeromorpha","Scutigeridae","Scutigera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:e6e31feacb743f390ac01dbf7d9d4070","Cordioniscus stebbingii (Patience, 1907)","Animalia","Arthropoda","Isopoda","Oniscidae","Cordioniscus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:249b676598228522cfbfc3292c772148","Trichorina tomentosa (Budde-Lund, 1893)","Animalia","Arthropoda","Isopoda","Oniscidae","Trichorina","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:78721c109a08e351615b414e81c8ba33","Nagurus cristatus (Dollfus, 1889)","Animalia","Arthropoda","Isopoda","Oniscidae","Nagurus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:48855c1bd5918162569e441183521871","Reductoniscus costulatus Kesselyák, 1930","Animalia","Arthropoda","Isopoda","Oniscidae","Reductoniscus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:4083a806b5a17baf5aa9c992bf9fbe1c","Synarmadillo","Animalia","Arthropoda","Isopoda","Oniscidae","Synarmadillo","genus","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:c5da5ae346baceea796d914fbf8779b4","Sceliphron caementarium (Drury, 1773) caementarium (Drury, 1773)","Animalia","Arthropoda","Hymenoptera","Sphecidae","Sceliphron","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:f7c7818bf27d9ec26a84c9961e80239e","Cylindroiulus britannicus (Verhoeff, 1891)","Animalia","Arthropoda","Julida","Julidae","Cylindroiulus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:335232c3b360c557a5986df287dab330","Epuraea imperialis (Reitter, 1877)","Animalia","Arthropoda","Coleoptera","Nitidulidae","Epuraea","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:f503e5bee64ceed3cfc06ee0d74d9155","Carpophilus obsoletus Erichson, 1843","Animalia","Arthropoda","Coleoptera","Nitidulidae","Carpophilus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:a0b463a183554c862740d146a60baa60","Stelidota geminata (Say, 1825)","Animalia","Arthropoda","Coleoptera","Nitidulidae","Stelidota","species","ICZN"
